raw_text_examples,normalized_suggestion,occurrences,example_recipe_ids,notes
"۳ کیلوگرم باقلای رشتی تازه، دوپوست‌گرفته (یا ۵۰۰ گرم باقلای رشتی خشک، خیس‌خورده و پوست‌کنده)","کیلو باقلای رشتی تازه دوپوست‌گرفته (یا گرم باقلای رشتی خشک خیس‌خورده و پوست‌کنده)","1","1118",""
"۱٫۵ بوته سیر، ریز خردشده","٫ بوته سیر ریز خردشده","1","1118",""
"۳ پیمانه برنج باسماتی یا دانه بلند","برنج باسماتی یا دانه بلند","1","382",""
"۱ عدد پیاز سفید متوسط، ریز خردشده","پیاز سفید متوسط ریز خردشده","1","615",""
"۱ عدد عصاره مرغ (قرص)","عصاره مرغ (قرص)","1","1411",""
"½ قاشق چای‌خوری نمک و فلفل","½ قاشق چای‌خوری نمک و فلفل","1","1411",""
"پوره سیب‌زمینی","پوره سیب‌زمینی","1","697",""
"پوره اسفناج","پوره اسفناج","1","697",""
"چغندر رنده‌شده","چغندر رنده‌شده","1","697",""
"پوره هویج","پوره هویج","1","697",""
"پوره کدو حلوایی","پوره کدو حلوایی","1","697",""
"پوره نخودفرنگی","پوره نخودفرنگی","1","697",""
"نخودفرنگی (برای تزیین)","نخودفرنگی ()","1","697",""
"هویج پخته (برای تزیین)","هویج پخته ()","1","697",""
"برگ کاهوی فرانسوی یا کاهوی کوچک (برای تزیین)","برگ کاهوی فرانسوی یا کاهوی کوچک ()","1","697",""
"۸ عدد بلال ذرت کوچک","بلال ذرت کوچک","1","704",""
"۱۲۵ گرم کدو سبز، حلقه‌شده ضخیم","کدو سبز حلقه‌شده ضخیم","1","704",""
"— برای سس —","— برای سس —","1","704",""
"۱ عدد پیاز کوچک، خردشده","پیاز کوچک خردشده","1","704",""
"۱۲۵ گرم بادام‌زمینی بدون نمک","بادام‌زمینی بدون نمک","1","704",""
"چند قطره سس فلفل تند","چند قطره سس فلفل تند","1","704",""
"۵ عدد سیب‌زمینی پخته، پوست‌کنده","سیب‌زمینی پخته پوست‌کنده","1","1415",""
"۱۵۰ گرم قارچ ورقه‌ای، تفت‌داده‌شده","قارچ ورقه‌ای تفت‌داده‌شده","1","1415",""
"روغن نباتی به میزان لازم برای سرخ کردن","روغن نباتی  برای سرخ کردن","1","168",""
"1/2 فلفل دلمه‌ای قرمز، خرد شده","/2 فلفل دلمه‌ای قرمز خرد شده","1","168",""
"1/2 فلفل دلمه‌ای سبز، خرد شده","/2 فلفل دلمه‌ای سبز خرد شده","1","168",""
"375 گرم فیله گوشت بره یا گوساله، برش زده","فیله گوشت بره یا گوساله برش زده","1","168",""
"پودر سوخاری – ۱/۲ پیمانه","پودر سوخاری /","1","1313",""
"روغن زیتون – به مقدار لازم برای سرخ‌کردن","روغن زیتون  برای سرخ‌کردن","1","1313",""
"جعفری تازه یا گشنیز","جعفری تازه یا گشنیز","1","378",""
"۱۵۰ گرم میگو، آب‌پز و ریز خردشده","میگو آب‌پز و ریز خردشده","1","714",""
"۱ بسته چیپس ساده، برای سرو","چیپس ساده برای سرو","1","714",""
"۱/۲ پیمانه پنیر چدار رنده‌شده","/ پنیر چدار رنده‌شده","1","714",""
"۱/۲ پیمانه زیتون بدون هسته، ریز خردشده","/ زیتون بدون هسته ریز خردشده","1","714",""
"۱/۲ پیمانه خیارشور، ریز خردشده","/ خیارشور ریز خردشده","1","714",""
"۱/۲ پیمانه فلفل دلمه‌ای، نگینی ریز","/ فلفل دلمه‌ای نگینی ریز","1","714",""
"۱/۲ پیمانه سس خردل","/ سس خردل","1","714",""
"۱/۴ قاشق چای‌خوری پودر زیره","/ قاشق چای‌خوری پودر زیره","1","714",""
"⅛ قاشق چای‌خوری فلفل سیاه","⅛ قاشق چای‌خوری فلفل سیاه","1","1312",""
"۲ قاشق چای‌خوری رزماری خشک یا ۲ قاشق غذاخوری رزماری تازه خردشده","قاشق چای‌خوری رزماری خشک یا رزماری تازه خردشده","1","1312",""
"۲ عدد مرغ کوچکِ کامل","مرغ کوچکِ کامل","1","1312",""
"۲۵۰ گرم نان خشکِ خردشده (حدود ۸ پیمانه)","گرم نان خشکِ خردشده (حدود )","1","1312",""
"۴ عدد کنگر فرنگی","کنگر فرنگی","1","648",""
"نان تست کوچک، اختیاری","نان تست کوچک اختیاری","1","648",""
"۱ ساقه کوچک کرفس","ساقه کوچک کرفس","1","201",""
"۱ بسته ماکارونی اسپاگتی","ماکارونی اسپاگتی","1","201",""
"پنیر (مانند فتا یا بری)، رنده‌شده","پنیر (مانند فتا یا بری) رنده‌شده","1","734",""
"سبزی‌های تازه معطر (جعفری، شوید یا گشنیز)، ریز خردشده","سبزی‌های تازه معطر (جعفری شوید یا گشنیز) ریز خردشده","1","734",""
"نان یا کراکر، برای سرو","نان یا کراکر برای سرو","1","734",""
"2 پیمانه نخود خیس شده","نخود خیس شده","1","183",""
"2 قاشق غذاخوری پیازداغ","پیازداغ","1","183",""
"2 قاشق غذاخوری روغن یا گھی","روغن یا گھی","1","183",""
"10 تا 12 عدد خرما","تا 12 خرما","1","183",""
"3 عدد نارنج خشک","نارنج خشک","1","183",""
"ادویه (هل، تخم گشنیز، میخک، زعفران، زردچوبه، زیره، نمک، فلفل) به مقدار لازم","ادویه (هل تخم گشنیز میخک زعفران زردچوبه زیره نمک فلفل)","1","183",""
"آرد جو یا آرد برنج – ۲ قاشق غذاخوری","آرد جو یا آرد برنج","1","650",""
"آبِ گوشت – ۲۵۰ میلی‌لیتر","آبِ گوشت میلی‌","1","650",""
"۲۰۰ گرم قارچ، شسته و ریز خردشده","قارچ شسته و ریز خردشده","1","1434",""
"۱ قاشق غذاخوری کره پاستوریزه","کره پاستوریزه","1","1434",""
"۶ عدد قارچ درشت برای پر کردن","قارچ درشت برای پر کردن","1","1434",""
"۱ عدد پیاز متوسط (حدود ۱۵۰ گرم)، ریز خردشده","عدد پیاز متوسط (حدود ) ریز خردشده","1","1104",""
"۴۰۰ گرم گوشت گوسفند یا گوساله، خردشده در قطعات متوسط","گوشت گوسفند یا گوساله خردشده در قطعات متوسط","1","1104",""
"نیم قاشق چای‌خوری فلفل سیاه","نیم قاشق چای‌خوری فلفل سیاه","1","1104",""
"۱ بسته ادویه مخصوص خورش ایرانی","ادویه مخصوص خورش ایرانی","1","1104",""
"۱.۵ کیلوگرم اسفناج، شسته و ریز خردشده",". کیلو اسفناج شسته و ریز خردشده","1","1104",""
"نیم قاشق چای‌خوری نمک (یا به مقدار لازم)","نیم قاشق چای‌خوری نمک (یا )","1","1104",""
"نیم قاشق چای‌خوری زعفران دم‌کرده","نیم قاشق چای‌خوری زعفران دم‌کرده","1","1104",""
"نخود فرنگی; 1/2 فنجان","نخود فرنگی /2 فنجان","1","123",""
"پیاز سفید; 4 عدد","پیاز سفید","1","123",""
"گوشت گوساله; 400 گرم","گوشت گوساله","1","123",""
"روغن زیتون یا روغن کانولا; به میزان لازم","روغن زیتون یا روغن کانولا","1","123",""
"۳۰۰ گرم سینه مرغ بدون پوست، خردشده","سینه مرغ بدون پوست خردشده","1","652",""
"اختیاری: ۲ تا ۳ قاشق غذاخوری خامه","اختیاری: تا خامه","1","652",""
"پیاز – ۲ عدد متوسط (حدود ۲۵۰ گرم)، ریز خردشده","پیاز عدد متوسط (حدود ) ریز خردشده","1","1103",""
"فلفل سیاه – ½ قاشق چای‌خوری","فلفل سیاه ½ قاشق چای‌خوری","1","1103",""
"ادویه خورشتی – ۱ بسته","ادویه خورشتی","1","1103",""
"گل‌کلم – ۶۰۰ گرم، خردشده به گل‌های متوسط","گل‌کلم خردشده به گل‌های متوسط","1","1103",""
"نمک – ۱ قاشق چای‌خوری (یا به میزان لازم)","نمک قاشق چای‌خوری (یا )","1","1103",""
"پنیر رنده‌شده (برای رویه)","پنیر رنده‌شده (برای رویه)","1","1422",""
"۳۰۰ گرم ماهی چرخ‌کرده","ماهی چرخ‌کرده","1","1436",""
"۳ عدد سیب‌زمینی متوسط، آب‌پز و خردشده","سیب‌زمینی متوسط آب‌پز و خردشده","1","1436",""
"۲ قاشق چای‌خوری شنبلیله خشک","قاشق چای‌خوری شنبلیله خشک","1","1436",""
"فلفل قرمز، به میزان دلخواه","فلفل قرمز به میزان","1","1436",""
"خمیر یا ورقه سمبوسه، به مقدار لازم","خمیر یا ه سمبوسه","1","1436",""
"۵۰ گرم پودر بادام هندی","پودر بادام هندی","1","1124",""
"¼ پیمانه عصاره تمر هندی","¼ عصاره تمر هندی","1","1124",""
"۳ پیمانه برنج (۶۰۰ گرم)","برنج ( گرم)","1","324",""
"۳ پیمانه آب (۶۰۰ میلی‌لیتر)","آب ( میلی‌لیتر)","1","324",""
"۱.۵ قاشق چای‌خوری نمک، یا به میزان لازم",". قاشق چای‌خوری نمک یا","1","324",""
"۱.۵ پیمانه آب گوجه‌فرنگی (۳۰۰ میلی‌لیتر)",". آب گوجه‌فرنگی ( میلی‌لیتر)","1","324",""
"۱ عدد سیب‌زمینی بزرگ، به صورت نازک ورقه شده","سیب‌زمینی بزرگ به صورت نازک ورقه شده","1","324",""
"۲ مکعب عصاره گوشت گاو، یا ۳ پیمانه عصاره گوشت","مکعب عصاره گوشت گاو یا عصاره گوشت","1","324",""
"۳ قاشق غذاخوری پنیر رنده‌شده گرویر یا پارمزان","پنیر رنده‌شده گرویر یا پارمزان","1","655",""
"۱ عدد پیاز متوسط (حدود ۱۵۰ گرم)، نازک خلالی‌شده","عدد پیاز متوسط (حدود ) نازک خلالی‌شده","1","1101",""
"۳۵۰ گرم گوشت گوسفندی، خردشده","گوشت گوسفندی خردشده","1","1101",""
"۱ بسته چاشنی مخصوص خورش","چاشنی مخصوص خورش","1","1101",""
"۲۰۰ گرم هویج، حلقه‌ای یا مورب برش‌خورده","هویج حلقه‌ای یا مورب برش‌خورده","1","1101",""
"۱۰۰ گرم خلال سیب‌زمینی","خلال سیب‌زمینی","1","1101",""
"۲ پیمانه برنج پخته و کمی خنک‌شده","برنج پخته و  خنک‌شده","1","1439",""
"۲۵۰ گرم مخلوط ریحان، نعناع و گشنیز، ریز خردشده","مخلوط ریحان نعناع و گشنیز ریز خردشده","1","1439",""
"پنیر موزارلا، خردشده به مکعب‌های کوچک","پنیر موزارلا خردشده به مکعب‌های کوچک","1","1439",""
"پودر سوخاری، به مقدار لازم برای روکش","پودر سوخاری  برای روکش","1","1439",""
"۱ پیاز (ریز خرد شده)","پیاز (ریز خرد شده)","1","185",""
"۲ حبه سیر (له شده)","سیر (له شده)","1","185",""
"۳ گوجه‌فرنگی (پوست‌کنده و خرد شده)","گوجه‌فرنگی (پوست‌کنده و خرد شده)","1","185",""
"۱ قاشق چای‌خوری تخم گشنیز پودر شده","قاشق چای‌خوری تخم گشنیز پودر شده","1","185",""
"۱ قاشق چای‌خوری زیره پودر شده","قاشق چای‌خوری زیره پودر شده","1","185",""
"۲ هویج (درشت رنده شده)","هویج (درشت رنده شده)","1","185",""
"۵۰ گرم یا ۰.۵ پیمانه بادام هندی خام","گرم یا . بادام هندی خام","1","185",""
"۳ عدد سینه مرغ بدون استخوان، آب‌پز و ریش‌ریش‌شده","سینه مرغ بدون استخوان آب‌پز و ریش‌ریش‌شده","1","751",""
"چند عدد نان ساندویچی بلند","چند نان ساندویچی بلند","1","751",""
"½ پیمانه خامه صبحانه یا خامه زده‌شده","½ خامه صبحانه یا خامه زده‌شده","1","751",""
"۱ عدد عصاره طعم‌دهنده (قرص عصاره مرغ)","عصاره طعم‌دهنده (قرص عصاره مرغ)","1","751",""
"روغن مایع، به مقدار لازم برای تفت دادن","روغن مایع  برای تفت دادن","1","751",""
